sentence,main_mountain,mentioned_mountains
"Olan or OLAN may refer to:

Olan (mountain), a mountain in the Massif des Écrins in the French Alps (3564 m)
Olan (dish), a dish that is part of the Kerala cuisine of South India
Olan Mills Portrait Studios, Olan Studios (photographic)
Saint Olan (or Olann), patron Saint of the Parish of Aghabullogue in Ireland
Olan Montgomery (1963–2020), American pop-artist
Olan Soule (1909–1994), American character actor
One Letter Aerobatic Notation, OLAN is free software for the design, drawing and viewing ",olan,['olan']
"Aiguille de Péclet (3,561 m) is a mountain of Savoie, France.",aiguille de péclet,['aiguille de péclet']
Presanella is a mountain in the Adamello-Presanella range of the Italian Alps of northern Italy.,presanella,['presanella']
"Presanella has an elevation of 3,558 meters and is located in the Adamello Brenta National Park within the Trentino province of Italy.

Climbing history
Presanella may have first been climbed by surveyors in 1854.",presanella,['presanella']
"Eduard Pechmann's 1865 Notizen zur Höhen- und Profilkarte has Presanella's height with two digits precision (1878.26 Viennese Klaster or 3,562.1 m), which in this list indicated that a meas",presanella,['presanella']
"They consist of two or three shield volcanoes, named Mount Rees, Mount Steere and Mount Frakes, which developed during the course of the Miocene and Pliocene and last erupted about 30,000-40,000 years ago.",mount frakes,"['mount frakes', 'mount steere']"
"The first two volcanoes are both heavily incised by cirques, while Mount Frakes is better preserved and has a 4 kilometres (2.5 mi) wide caldera at its summit.",mount frakes,['mount frakes']
"Monarch Mountain may refer to:

Monarch Mountain (Alberta), a mountain in Jasper National Park, Alberta, Canada
Monarch Mountain (British Columbia), a mountain in the Pacific Ranges, British Columbia, Canada
Monarch Mountain (California), a mountain in California, United States (GNIS id 228914)
Monarch Mountain (Montana), a mountain in Montana, United States (GNIS id 787552)
Monarch Mountain (ski area), a ski resort in Colorado, United States",monarch mountain,['monarch mountain']
Monte Leone is the highest mountain of the Lepontine Alps and is located on the border between Switzerland and Italy.,monte leone,['monte leone']
"Mont Turia is a shoulder on the north ridge of Mont Pourri in Savoie, France.",mont pourri,"['mont pourri', 'mont turia']"
"Mount Temple can have the following meanings:

Mount Temple (Alberta), a mountain in the Canadian Rockies
The Temple (Washington), a peak of the Enchantment Peaks in the Stuart Range, Washington, United States
Mount Temple, County Westmeath, a village in County Westmeath, Ireland
Mount Temple Comprehensive School, a secondary school in Dublin, Ireland
Baron Mount Temple, a title in the peerage of the United Kingdom
William Cowper-Temple, 1st Baron Mount Temple
Georgina Cowper-Temple, Lady Mount ",mount temple,"['dom', 'mount temple']"
"Disappointment Peak may refer to:

Disappointment Peak (California) near West Bishop, California
Disappointment Peak (Washington) in the North Cascades in Washington state
Disappointment Peak (Wyoming) in the Teton Range of Wyoming

See also
Mount Disappointment (disambiguation)",disappointment peak,['disappointment peak']
"Mount Woodring (11,595 feet (3,534 m)) is located in the Teton Range, Grand Teton National Park, Wyoming.",mount wood,"['mount wood', 'grand teton', 'mount woodring']"
"Aiguille de Polset is a mountain of Savoie, France.",aiguille de polset,['aiguille de polset']
"Snow Dome may refer to:

Places
Snow Dome (Canada), a mountain in Alberta and British Columbia, Canada
Snow Dome, Concordia, a mountain in Concordia in Gilgit–Baltistan, Pakistan
Snow Dome, Chaprot, a mountain in Chaprot Pass in Gilgit–Baltistan, Pakistan
Snow Dome, Bispingen, an indoor ski slope in Bispingen, Germany

See also
Snow globe, a transparent sphere enclosing a miniaturized scene
Snowdome (disambiguation)",dom,"['dom', 'snow dome']"
"The mountain, comprising three separate peaks (in French Aiguille), is the highest point of the massif, and is located in the department of Savoie.

Geography
The summits that make up the Aiguilles d'Arves are described in the following table.

For reasons apparent from the picture, Aiguille Septentrionale is also called the Tête de Chat (Cat Head).

Ascents
The central peak of the Aiguilles d’",aiguilles d'arves,"[""aiguilles d'arves""]"
"Mont de Gébroulaz is a mountain of Savoie, France.",aiguille de péclet,['mont de gébroulaz']
"It lies in the Massif de la Vanoise range, between Aiguille de Péclet and Aiguille de Polset.",aiguille de péclet,"['aiguille de péclet', 'aiguille de polset']"
"San Gorgonio Mountain, also known locally as Mount San Gorgonio, or Old Greyback, is the highest peak in Southern California and the Transverse Ranges at 11,503 feet (3,506 m).
It is in the San Bernardino Mountains, 27 miles (43 km) east of the city of San Bernardino and 12 miles (19 km) north-northeast of San Gorgonio Pass.",mount san gorgonio,['mount san gorgonio']
"Mount Kitchener is a mountain located within the Columbia Icefield of Jasper National Park, which is part of the Canadian Rockies.",mount kitchener,['mount kitchener']
"In 1916, the mountain was renamed Mount Kitchener, its present-day name, after Lord Kitchener, who had just been killed in World War I.

Climbing
Routes
SouthWest Slopes (Normal Route) I
Grand C",mount kitchener,['mount kitchener']
"The Zuckerhütl is a mountain in Tyrol, Austria.",zuckerhütl,['zuckerhütl']
"Mount Wister (11,495 ft or 3,504 m) is located in the Teton Range, Grand Teton National Park, in the U.S.",mount wister,"['grand teton', 'mount wister']"
"Mount Wister was first climbed by Phil Smith in 1928.


== References ==",mount wister,['mount wister']
"Mount Saskatchewan can refer to two mountains in Canada:

Mount Saskatchewan (Alberta) in Banff National Park, Alberta
Mount Saskatchewan (Yukon) in Kluane National Park and Reserve, Yukon",mount saskatchewan,"['mount saskatchewan', 'mount saskatchewan']"
"Mount Tasman (Te Horokōau in Māori) is New Zealand's second-highest mountain, rising to a height of 3,497 metres (11,473 ft).",mount cook,['mount tasman']
"It is located in the Southern Alps of the South Island, four kilometres to the north of its larger neighbour, Aoraki / Mount Cook.",mount cook,"['mount cook', 'aoraki / mount cook']"
"Unlike Aoraki / Mount Cook, Mount Tasman sits on the South Island's Main Divide, on the border between Aoraki / Mount Cook National Park and Westland Tai Poutini National Park.",mount cook,"['mount cook', 'aoraki / mount cook', 'mount tasman']"
"Mount Hungabee, officially Hungabee Mountain, is a mountain located on the boundaries of Banff National Park and Yoho National Park on the Continental Divide at the head of Paradise Valley, in Canada.",mount hungabee,['mount hungabee']
Mount Athabasca is in the Columbia Icefield of Jasper National Park in Canada.,mount athabasca,['mount athabasca']
"Mount Athabasca is unusual, in that water flows to the Pacific Ocean from the western slope, the Arctic Ocean from the northeastern slope, and to Hudson Bay from the southeastern slope.

Routes
There are s",mount athabasca,['mount athabasca']
"Tronador (Spanish: Cerro Tronador) is an extinct stratovolcano in the southern Andes, located along the border between Argentina and Chile, near the Argentine city of Bariloche.",tronador,['tronador']
"The mountain was named Tronador (Spanish for ""Thunderer"") by locals in reference to the sound of falling seracs.",tronador,['tronador']
"With an altitude of 3,470 metres (11,380 ft), Tronador stands more than 1,000 m above nearby mountains in the Andean massif, making it a popular mountaineering destination.",tronador,['tronador']
"Mount Saint John, height 11,435 feet (3,485 m), is located in the Teton Range, Grand Teton National Park, Wyoming, northwest of Jenny Lake.",grand teton,"['grand teton', 'mount saint john']"
"The mountain towers above the northwest shore of Jenny Lake, and along with Symmetry Spire and Rockchuck Peak, form a massif which looms to the north above Cascade Canyon.",grand teton,"['rockchuck peak', 'symmetry spire']"
Thabana Ntlenyana (tah-BAH-nə in-TLAY-nyə-nə) is the highest mountain in southern Africa.,thabana ntlenyana,['thabana ntlenyana']
"It stands 3,482 metres (11,424 ft) tall within the lofty Maloti Mountains that crest Lesotho, a small landlocked nation surrounded by South Africa.: 131  The peak's name means ""beautiful little mountain"" in the Sesotho language, from thaba (mountain), the diminutive -na, and ntlenyana (beautiful).

Geography
Thabana Ntlenyana is situated on the Mohlesi ridge, north of the treacherous Sani Pass.: 81  The pea",thabana ntlenyana,['thabana ntlenyana']
"Pointes du Châtelard is a mountain of Savoie, France.",pointes du châtelard,['pointes du châtelard']
"Mulhacén ([mulaˈθen]), with an elevation of 3,479 metres (11,414 ft), is the highest mountain in peninsular Spain and in all of the Iberian Peninsula.",mulhacén,['mulhacén']
"Mount Berlin is a glacier-covered volcano in Marie Byrd Land, Antarctica, 100 kilometres (62 mi) from the Amundsen Sea.",mount berlin,['mount berlin']
"Mount Pennell is a prominent 11,413-foot (3,478 m) elevation summit located in eastern Garfield County, Utah, United States.",mount pennell,['mount pennell']
"Mount Pennell is the second-highest mountain in the Henry Mountains, following Mount Ellen, 10.6 miles to the north.",mount pennell,['mount pennell']
"It is situated in a dry, rugged, and sparsely settled region east of Capitol Reef National Park, on primitive land administered by the Bureau of Land Management.",mount pennell,['api']
"The Volcán Barú (also Volcán de Chiriquí) is an active stratovolcano and the tallest mountain in Panama, at 3,475 metres (11,401 ft) high.",volcán barú,['volcán barú']
"It is also the twelfth highest peak in Central America.
Due to its height and the narrowness of the isthmus of Panama, it is possible (though relatively rare) to see both the Pacific Ocean and Caribbean Sea from Volcán Barú's peak on a clear day.

Geography
The small town of Volcán at the base of Volcá",volcán barú,['volcán barú']
"Roc des Saints Pères is a mountain of Savoie, France.",roc des saints pères,['roc des saints pères']
"Mount Brazeau is a mountain in Alberta, Canada.
The mountain is located in the upper Coronet Creek Valley of Jasper National Park, and stands west of the Coronet Glacier and south of Maligne Lake.",mount brazeau,['mount brazeau']
"Mount Nyiragongo ( neer-ə-GONG-go) is an active stratovolcano with an elevation of 3,470 m (11,385 ft) in the Virunga Mountains associated with the Albertine Rift.",mount nyiragongo,['mount nyiragongo']
"Ruby Dome is the highest mountain in both the Ruby Mountains and Elko County, in Nevada, United States.",dom,"['dom', 'ruby dome']"
"The Roche de la Muzelle (3,465m) is the most western peak of the Massif des Ecrins.",dom,['roche de la muzelle']
"Located near Les Deux Alpes, the mountain - with its beautiful pyramid - dominates the resort from the south.

Guides
Le massif des ecrins - les 100 plus belles courses et randonnées, by Gaston Rebuffat

References
External links
Classical route on la Muzelle",dom,['dom']
"Abajo Peak is the highest peak in the Abajo Mountains of southeast Utah, United States and is located in the Manti-La Sal National Forest.",abajo peak,['abajo peak']
"There are several communication towers on the peak.

References
External links
 Media related to Abajo Peak at Wikimedia Commons

""Abajo Peak"".",abajo peak,['abajo peak']
"Eagle Peak is the name of 44 mountain peaks of the United States including:

Eagle Peak (Alaska)
Eagle Peak (Admiralty Island), in Alaska
Eagle Peak (Washington), a summit in Mount Rainier National Park
Eagle Peak (Mariposa County, California), a rock formation in Yosemite National Park
Eagle Peak (Modoc County, California), part of the Warner Mountains
Eagle Peak (Mono County, California), a mountain in the Sierra Nevada
Eagle Peak (San Bernardino County, California), tallest in the Sacramento ",eagle peak,"['mount rainier', 'eagle peak']"
"Doane Peak (11,360 feet (3,460 m)) is in the northern Teton Range, Grand Teton National Park, Wyoming.",grand teton,"['grand teton', 'doane peak']"
"Ranger Peak may refer to any of several mountain peaks:

Ranger Peak (California), a mountain in California, USA
Ranger Peak (Idaho), a mountain peak on the Idaho–Montana border, USA
Ranger Peak, a mountain in Franklin Mountains State Park in El Paso, Texas, USA
Ranger Peak (Wyoming), in Grand Teton National Park, Wyoming, USA",ranger peak,"['grand teton', 'ranger peak']"
"Mount Takahe is a 3,460-metre-high (11,350 ft) snow-covered shield volcano in Marie Byrd Land, Antarctica, 200 kilometres (120 mi) from the Amundsen Sea.",mount takahe,['mount takahe']
"Snow, ice, and glaciers cover most of Mount Takahe.",mount takahe,['mount takahe']
"Cerro de la Muerte is a mountain peak of a massif in Costa Rica, it is located within the 
Tapantí — Cerro de la Muerte Massif National Park, and is the highest point on the Pan-American Highway.

Toponymy
Its name means  ""Mountain of Death"", ""Hill of Death"" or ""Summit of Death,"" since in the past crossing the mountains from the Valle Central meant a three- or four-day journey, on foot or on horseback, and many ill-prepared travelers succumbed to the cold and rain.",cerro de la muerte,['cerro de la muerte']
